"Prediction","Reference","Freq"
"0.565","0.46",0
"0.57","0.46",0
"0.575","0.46",0
"0.58","0.46",0
"0.585","0.46",0
"0.59","0.46",0
"0.595","0.46",0
"0.6","0.46",0
"0.605","0.46",0
"0.61","0.46",0
"0.615","0.46",0
"0.62","0.46",0
"0.625","0.46",0
"0.63","0.46",0
"0.635","0.46",0
"0.64","0.46",0
"0.645","0.46",0
"0.65","0.46",0
"0.655","0.46",0
"0.66","0.46",0
"0.665","0.46",0
"0.67","0.46",0
"0.675","0.46",0
"0.68","0.46",0
"0.685","0.46",0
"0.69","0.46",0
"0.695","0.46",0
"0.7","0.46",0
"0.705","0.46",0
"0.71","0.46",0
"0.715","0.46",0
"0.725","0.46",0
"0.285","0.465",0
"0.315","0.465",0
"0.32","0.465",0
"0.325","0.465",0
"0.33","0.465",0
"0.335","0.465",0
"0.34","0.465",0
"0.345","0.465",0
"0.35","0.465",0
"0.355","0.465",0
"0.36","0.465",0
"0.365","0.465",0
"0.37","0.465",0
"0.375","0.465",0
"0.38","0.465",0
"0.385","0.465",0
"0.39","0.465",0
"0.395","0.465",0
"0.4","0.465",0
"0.405","0.465",0
"0.41","0.465",0
"0.415","0.465",0
"0.42","0.465",0
"0.425","0.465",0
"0.43","0.465",0
"0.435","0.465",1
"0.44","0.465",2
"0.445","0.465",6
"0.45","0.465",14
"0.455","0.465",27
"0.46","0.465",42
"0.465","0.465",28
"0.47","0.465",39
"0.475","0.465",50
"0.48","0.465",48
"0.485","0.465",48
"0.49","0.465",48
"0.495","0.465",38
"0.5","0.465",33
"0.505","0.465",9
"0.51","0.465",16
"0.515","0.465",8
"0.52","0.465",5
"0.525","0.465",1
"0.53","0.465",1
"0.535","0.465",1
"0.54","0.465",1
"0.545","0.465",0
"0.55","0.465",0
"0.555","0.465",0
"0.56","0.465",0
"0.565","0.465",0
"0.57","0.465",0
"0.575","0.465",0
"0.58","0.465",0
"0.585","0.465",0
"0.59","0.465",0
"0.595","0.465",0
"0.6","0.465",0
"0.605","0.465",0
"0.61","0.465",0
"0.615","0.465",0
"0.62","0.465",0
"0.625","0.465",0
"0.63","0.465",0
"0.635","0.465",0
"0.64","0.465",0
"0.645","0.465",0
"0.65","0.465",0
"0.655","0.465",0
"0.66","0.465",0
"0.665","0.465",0
"0.67","0.465",0
"0.675","0.465",0
"0.68","0.465",0
"0.685","0.465",0
"0.69","0.465",0
"0.695","0.465",0
"0.7","0.465",0
"0.705","0.465",0
"0.71","0.465",0
"0.715","0.465",0
"0.725","0.465",0
"0.285","0.47",0
"0.315","0.47",0
"0.32","0.47",0
"0.325","0.47",0
"0.33","0.47",0
"0.335","0.47",0
"0.34","0.47",0
"0.345","0.47",0
"0.35","0.47",0
"0.355","0.47",0
"0.36","0.47",0
"0.365","0.47",0
"0.37","0.47",0
"0.375","0.47",0
"0.38","0.47",0
"0.385","0.47",0
"0.39","0.47",0
"0.395","0.47",0
"0.4","0.47",0
"0.405","0.47",0
"0.41","0.47",0
"0.415","0.47",0
"0.42","0.47",1
"0.425","0.47",0
"0.43","0.47",1
"0.435","0.47",0
"0.44","0.47",3
"0.445","0.47",3
"0.45","0.47",16
"0.455","0.47",12
"0.46","0.47",30
"0.465","0.47",32
"0.47","0.47",46
"0.475","0.47",64
"0.48","0.47",66
"0.485","0.47",58
"0.49","0.47",56
"0.495","0.47",50
"0.5","0.47",35
"0.505","0.47",18
"0.51","0.47",10
"0.515","0.47",7
"0.52","0.47",5
"0.525","0.47",2
"0.53","0.47",3
"0.535","0.47",3
"0.54","0.47",2
"0.545","0.47",0
"0.55","0.47",0
"0.555","0.47",0
"0.56","0.47",0
"0.565","0.47",0
"0.57","0.47",0
"0.575","0.47",0
"0.58","0.47",0
"0.585","0.47",0
"0.59","0.47",0
"0.595","0.47",0
"0.6","0.47",0
"0.605","0.47",0
"0.61","0.47",0
"0.615","0.47",0
"0.62","0.47",0
"0.625","0.47",0
"0.63","0.47",0
"0.635","0.47",0
"0.64","0.47",0
"0.645","0.47",0
"0.65","0.47",0
"0.655","0.47",0
"0.66","0.47",0
"0.665","0.47",0
"0.67","0.47",0
"0.675","0.47",0
"0.68","0.47",0
"0.685","0.47",0
"0.69","0.47",0
"0.695","0.47",0
"0.7","0.47",0
"0.705","0.47",0
"0.71","0.47",0
"0.715","0.47",0
"0.725","0.47",0
"0.285","0.475",0
"0.315","0.475",0
"0.32","0.475",0
"0.325","0.475",0
"0.33","0.475",0
"0.335","0.475",0
"0.34","0.475",0
"0.345","0.475",0
"0.35","0.475",0
"0.355","0.475",0
"0.36","0.475",0
"0.365","0.475",0
"0.37","0.475",0
"0.375","0.475",0
"0.38","0.475",0
"0.385","0.475",0
"0.39","0.475",0
"0.395","0.475",0
"0.4","0.475",0
"0.405","0.475",0
"0.41","0.475",0
"0.415","0.475",0
"0.42","0.475",1
"0.425","0.475",1
"0.43","0.475",0
"0.435","0.475",1
"0.44","0.475",1
"0.445","0.475",1
"0.45","0.475",19
"0.455","0.475",23
"0.46","0.475",30
"0.465","0.475",24
"0.47","0.475",40
"0.475","0.475",65
"0.48","0.475",62
"0.485","0.475",62
"0.49","0.475",62
"0.495","0.475",42
"0.5","0.475",45
"0.505","0.475",26
"0.51","0.475",15
"0.515","0.475",9
"0.52","0.475",8
"0.525","0.475",7
"0.53","0.475",1
"0.535","0.475",3
"0.54","0.475",0
"0.545","0.475",0
"0.55","0.475",0
"0.555","0.475",0
"0.56","0.475",0
"0.565","0.475",0
"0.57","0.475",0
"0.575","0.475",0
"0.58","0.475",0
"0.585","0.475",0
"0.59","0.475",0
"0.595","0.475",0
"0.6","0.475",0
"0.605","0.475",0
"0.61","0.475",0
"0.615","0.475",0
"0.62","0.475",0
"0.625","0.475",0
"0.63","0.475",0
"0.635","0.475",0
"0.64","0.475",0
"0.645","0.475",0
"0.65","0.475",0
"0.655","0.475",0
"0.66","0.475",0
"0.665","0.475",0
"0.67","0.475",0
"0.675","0.475",0
"0.68","0.475",0
"0.685","0.475",0
"0.69","0.475",0
"0.695","0.475",0
"0.7","0.475",0
"0.705","0.475",0
"0.71","0.475",0
"0.715","0.475",0
"0.725","0.475",0
"0.285","0.48",0
"0.315","0.48",0
"0.32","0.48",0
"0.325","0.48",0
"0.33","0.48",0
"0.335","0.48",0
"0.34","0.48",0
"0.345","0.48",0
"0.35","0.48",0
"0.355","0.48",0
"0.36","0.48",0
"0.365","0.48",0
"0.37","0.48",0
"0.375","0.48",0
"0.38","0.48",0
"0.385","0.48",0
"0.39","0.48",0
"0.395","0.48",0
"0.4","0.48",0
"0.405","0.48",0
"0.41","0.48",0
"0.415","0.48",0
"0.42","0.48",0
"0.425","0.48",0
"0.43","0.48",0
"0.435","0.48",0
"0.44","0.48",2
"0.445","0.48",3
"0.45","0.48",4
"0.455","0.48",15
"0.46","0.48",23
"0.465","0.48",29
"0.47","0.48",46
"0.475","0.48",48
"0.48","0.48",47
"0.485","0.48",78
"0.49","0.48",81
"0.495","0.48",50
"0.5","0.48",43
"0.505","0.48",42
"0.51","0.48",15
"0.515","0.48",9
"0.52","0.48",18
"0.525","0.48",3
"0.53","0.48",4
"0.535","0.48",1
"0.54","0.48",1
"0.545","0.48",1
"0.55","0.48",0
"0.555","0.48",0
"0.56","0.48",0
"0.565","0.48",0
"0.57","0.48",0
"0.575","0.48",0
"0.58","0.48",0
"0.585","0.48",0
"0.59","0.48",0
"0.595","0.48",0
"0.6","0.48",0
"0.605","0.48",0
"0.61","0.48",0
"0.615","0.48",0
"0.62","0.48",0
"0.625","0.48",0
"0.63","0.48",0
"0.635","0.48",0
"0.64","0.48",0
"0.645","0.48",0
"0.65","0.48",0
"0.655","0.48",0
"0.66","0.48",0
"0.665","0.48",0
"0.67","0.48",0
"0.675","0.48",0
"0.68","0.48",0
"0.685","0.48",0
"0.69","0.48",0
"0.695","0.48",0
"0.7","0.48",0
"0.705","0.48",0
"0.71","0.48",0
"0.715","0.48",0
"0.725","0.48",0
"0.285","0.485",0
"0.315","0.485",0
"0.32","0.485",0
"0.325","0.485",0
"0.33","0.485",0
"0.335","0.485",0
"0.34","0.485",0
"0.345","0.485",0
"0.35","0.485",0
"0.355","0.485",0
"0.36","0.485",0
"0.365","0.485",0
"0.37","0.485",0
"0.375","0.485",0
"0.38","0.485",0
"0.385","0.485",0
"0.39","0.485",0
"0.395","0.485",0
"0.4","0.485",0
"0.405","0.485",0
"0.41","0.485",0
"0.415","0.485",0
"0.42","0.485",0
"0.425","0.485",0
"0.43","0.485",1
"0.435","0.485",0
"0.44","0.485",2
"0.445","0.485",1
"0.45","0.485",4
"0.455","0.485",8
"0.46","0.485",17
"0.465","0.485",23
"0.47","0.485",34
"0.475","0.485",53
"0.48","0.485",55
"0.485","0.485",74
"0.49","0.485",67
"0.495","0.485",63
"0.5","0.485",61
"0.505","0.485",37
"0.51","0.485",23
"0.515","0.485",17
"0.52","0.485",22
"0.525","0.485",14
"0.53","0.485",3
"0.535","0.485",8
"0.54","0.485",0
"0.545","0.485",1
"0.55","0.485",0
"0.555","0.485",0
"0.56","0.485",0
"0.565","0.485",0
"0.57","0.485",0
"0.575","0.485",0
"0.58","0.485",0
"0.585","0.485",0
"0.59","0.485",0
"0.595","0.485",0
"0.6","0.485",0
"0.605","0.485",0
"0.61","0.485",0
"0.615","0.485",0
"0.62","0.485",0
"0.625","0.485",0
"0.63","0.485",0
"0.635","0.485",0
"0.64","0.485",0
"0.645","0.485",0
"0.65","0.485",0
"0.655","0.485",0
"0.66","0.485",0
"0.665","0.485",0
"0.67","0.485",0
"0.675","0.485",0
"0.68","0.485",0
"0.685","0.485",0
"0.69","0.485",0
"0.695","0.485",0
"0.7","0.485",0
"0.705","0.485",0
"0.71","0.485",0
"0.715","0.485",0
"0.725","0.485",0
"0.285","0.49",0
"0.315","0.49",0
"0.32","0.49",0
"0.325","0.49",0
"0.33","0.49",0
"0.335","0.49",0
"0.34","0.49",0
"0.345","0.49",0
"0.35","0.49",0
"0.355","0.49",0
"0.36","0.49",0
"0.365","0.49",0
"0.37","0.49",0
"0.375","0.49",0
"0.38","0.49",0
"0.385","0.49",0
"0.39","0.49",0
"0.395","0.49",0
"0.4","0.49",0
"0.405","0.49",0
"0.41","0.49",0
"0.415","0.49",0
"0.42","0.49",0
"0.425","0.49",0
"0.43","0.49",0
"0.435","0.49",0
"0.44","0.49",1
"0.445","0.49",1
"0.45","0.49",5
"0.455","0.49",7
"0.46","0.49",16
"0.465","0.49",15
"0.47","0.49",26
"0.475","0.49",45
"0.48","0.49",62
"0.485","0.49",67
"0.49","0.49",79
"0.495","0.49",63
"0.5","0.49",60
"0.505","0.49",39
"0.51","0.49",27
"0.515","0.49",30
"0.52","0.49",22
"0.525","0.49",15
"0.53","0.49",4
"0.535","0.49",8
"0.54","0.49",3
"0.545","0.49",0
"0.55","0.49",0
"0.555","0.49",0
"0.56","0.49",0
"0.565","0.49",0
"0.57","0.49",0
"0.575","0.49",0
"0.58","0.49",0
"0.585","0.49",0
"0.59","0.49",0
"0.595","0.49",0
"0.6","0.49",0
"0.605","0.49",0
"0.61","0.49",0
"0.615","0.49",0
"0.62","0.49",0
"0.625","0.49",0
"0.63","0.49",0
"0.635","0.49",0
"0.64","0.49",0
"0.645","0.49",0
"0.65","0.49",0
"0.655","0.49",0
"0.66","0.49",0
"0.665","0.49",0
"0.67","0.49",0
"0.675","0.49",0
"0.68","0.49",0
"0.685","0.49",0
"0.69","0.49",0
"0.695","0.49",0
"0.7","0.49",0
"0.705","0.49",0
"0.71","0.49",0
"0.715","0.49",0
"0.725","0.49",0
"0.285","0.495",0
"0.315","0.495",0
"0.32","0.495",0
"0.325","0.495",0
"0.33","0.495",0
"0.335","0.495",0
"0.34","0.495",0
"0.345","0.495",0
"0.35","0.495",0
"0.355","0.495",0
"0.36","0.495",0
"0.365","0.495",0
"0.37","0.495",0
"0.375","0.495",0
"0.38","0.495",0
"0.385","0.495",0
"0.39","0.495",0
"0.395","0.495",0
"0.4","0.495",0
"0.405","0.495",0
"0.41","0.495",0
"0.415","0.495",0
"0.42","0.495",0
"0.425","0.495",0
"0.43","0.495",0
"0.435","0.495",1
"0.44","0.495",0
"0.445","0.495",0
"0.45","0.495",2
"0.455","0.495",2
"0.46","0.495",11
"0.465","0.495",15
"0.47","0.495",21
"0.475","0.495",39
"0.48","0.495",62
"0.485","0.495",54
"0.49","0.495",66
"0.495","0.495",69
"0.5","0.495",56
"0.505","0.495",44
"0.51","0.495",36
"0.515","0.495",35
"0.52","0.495",39
"0.525","0.495",21
"0.53","0.495",6
"0.535","0.495",11
"0.54","0.495",2
"0.545","0.495",0
"0.55","0.495",0
"0.555","0.495",0
"0.56","0.495",0
"0.565","0.495",0
"0.57","0.495",0
"0.575","0.495",0
"0.58","0.495",0
"0.585","0.495",0
"0.59","0.495",0
"0.595","0.495",0
"0.6","0.495",0
"0.605","0.495",0
"0.61","0.495",0
"0.615","0.495",0
"0.62","0.495",0
"0.625","0.495",0
"0.63","0.495",0
"0.635","0.495",0
"0.64","0.495",0
"0.645","0.495",0
"0.65","0.495",0
"0.655","0.495",0
"0.66","0.495",0
"0.665","0.495",0
"0.67","0.495",0
"0.675","0.495",0
"0.68","0.495",0
"0.685","0.495",0
"0.69","0.495",0
"0.695","0.495",0
"0.7","0.495",0
"0.705","0.495",0
"0.71","0.495",0
"0.715","0.495",0
"0.725","0.495",0
"0.285","0.5",0
"0.315","0.5",0
"0.32","0.5",0
"0.325","0.5",0
"0.33","0.5",0
"0.335","0.5",0
"0.34","0.5",0
"0.345","0.5",0
"0.35","0.5",0
"0.355","0.5",0
"0.36","0.5",0
"0.365","0.5",0
"0.37","0.5",0
"0.375","0.5",0
"0.38","0.5",0
"0.385","0.5",0
"0.39","0.5",0
"0.395","0.5",0
"0.4","0.5",0
"0.405","0.5",0
"0.41","0.5",0
"0.415","0.5",0
"0.42","0.5",0
"0.425","0.5",0
"0.43","0.5",1
"0.435","0.5",0
"0.44","0.5",0
"0.445","0.5",1
"0.45","0.5",2
"0.455","0.5",5
"0.46","0.5",6
"0.465","0.5",6
"0.47","0.5",18
"0.475","0.5",32
"0.48","0.5",44
"0.485","0.5",69
"0.49","0.5",72
"0.495","0.5",60
"0.5","0.5",69
"0.505","0.5",65
"0.51","0.5",29
"0.515","0.5",41
"0.52","0.5",31
"0.525","0.5",16
"0.53","0.5",13
"0.535","0.5",14
"0.54","0.5",8
"0.545","0.5",3
"0.55","0.5",0
"0.555","0.5",0
"0.56","0.5",0
"0.565","0.5",0
"0.57","0.5",0
"0.575","0.5",0
"0.58","0.5",0
"0.585","0.5",0
"0.59","0.5",0
"0.595","0.5",0
"0.6","0.5",0
"0.605","0.5",0
"0.61","0.5",0
"0.615","0.5",0
"0.62","0.5",0
"0.625","0.5",0
"0.63","0.5",0
"0.635","0.5",0
"0.64","0.5",0
"0.645","0.5",0
"0.65","0.5",0
"0.655","0.5",0
"0.66","0.5",0
"0.665","0.5",0
"0.67","0.5",0
"0.675","0.5",0
"0.68","0.5",0
"0.685","0.5",0
"0.69","0.5",0
"0.695","0.5",0
"0.7","0.5",0
"0.705","0.5",0
"0.71","0.5",0
"0.715","0.5",0
"0.725","0.5",0
"0.285","0.505",0
"0.315","0.505",0
"0.32","0.505",0
"0.325","0.505",0
"0.33","0.505",0
"0.335","0.505",0
"0.34","0.505",0
"0.345","0.505",0
"0.35","0.505",0
"0.355","0.505",0
"0.36","0.505",0
"0.365","0.505",0
"0.37","0.505",0
"0.375","0.505",0
"0.38","0.505",0
"0.385","0.505",0
"0.39","0.505",0
"0.395","0.505",0
"0.4","0.505",0
"0.405","0.505",0
"0.41","0.505",0
"0.415","0.505",0
"0.42","0.505",0
"0.425","0.505",0
"0.43","0.505",0
"0.435","0.505",0
"0.44","0.505",0
"0.445","0.505",0
"0.45","0.505",0
"0.455","0.505",2
"0.46","0.505",7
"0.465","0.505",8
"0.47","0.505",15
"0.475","0.505",31
"0.48","0.505",31
"0.485","0.505",53
"0.49","0.505",49
"0.495","0.505",58
"0.5","0.505",71
"0.505","0.505",60
"0.51","0.505",39
"0.515","0.505",53
"0.52","0.505",33
"0.525","0.505",19
"0.53","0.505",25
"0.535","0.505",10
"0.54","0.505",12
"0.545","0.505",3
"0.55","0.505",1
"0.555","0.505",2
"0.56","0.505",0
"0.565","0.505",1
"0.57","0.505",0
"0.575","0.505",0
"0.58","0.505",0
"0.585","0.505",0
"0.59","0.505",0
"0.595","0.505",0
"0.6","0.505",0
"0.605","0.505",0
"0.61","0.505",0
"0.615","0.505",0
"0.62","0.505",0
"0.625","0.505",0
"0.63","0.505",0
"0.635","0.505",0
"0.64","0.505",0
"0.645","0.505",0
"0.65","0.505",0
"0.655","0.505",0
"0.66","0.505",0
"0.665","0.505",0
"0.67","0.505",0
"0.675","0.505",0
"0.68","0.505",0
"0.685","0.505",0
"0.69","0.505",0
"0.695","0.505",0
"0.7","0.505",0
"0.705","0.505",0
"0.71","0.505",0
"0.715","0.505",0
"0.725","0.505",0
"0.285","0.51",0
"0.315","0.51",0
"0.32","0.51",0
"0.325","0.51",0
"0.33","0.51",0
"0.335","0.51",0
"0.34","0.51",0
"0.345","0.51",0
"0.35","0.51",0
"0.355","0.51",0
"0.36","0.51",0
"0.365","0.51",0
"0.37","0.51",0
"0.375","0.51",0
"0.38","0.51",0
"0.385","0.51",0
"0.39","0.51",0
"0.395","0.51",0
"0.4","0.51",0
"0.405","0.51",0
"0.41","0.51",0
"0.415","0.51",0
"0.42","0.51",0
"0.425","0.51",0
"0.43","0.51",0
"0.435","0.51",0
"0.44","0.51",0
"0.445","0.51",0
"0.45","0.51",1
"0.455","0.51",1
"0.46","0.51",3
"0.465","0.51",6
"0.47","0.51",13
"0.475","0.51",28
"0.48","0.51",26
"0.485","0.51",42
"0.49","0.51",35
"0.495","0.51",64
"0.5","0.51",75
"0.505","0.51",63
"0.51","0.51",49
"0.515","0.51",42
"0.52","0.51",35
"0.525","0.51",13
"0.53","0.51",23
"0.535","0.51",18
"0.54","0.51",9
"0.545","0.51",8
"0.55","0.51",2
"0.555","0.51",1
"0.56","0.51",0
"0.565","0.51",0
"0.57","0.51",0
"0.575","0.51",0
"0.58","0.51",0
"0.585","0.51",0
"0.59","0.51",0
"0.595","0.51",0
"0.6","0.51",0
"0.605","0.51",0
"0.61","0.51",0
"0.615","0.51",0
"0.62","0.51",0
"0.625","0.51",0
"0.63","0.51",0
"0.635","0.51",0
"0.64","0.51",0
"0.645","0.51",0
"0.65","0.51",0
"0.655","0.51",0
"0.66","0.51",0
"0.665","0.51",0
"0.67","0.51",0
"0.675","0.51",0
"0.68","0.51",0
"0.685","0.51",0
"0.69","0.51",0
"0.695","0.51",0
"0.7","0.51",0
"0.705","0.51",0
"0.71","0.51",0
"0.715","0.51",0
"0.725","0.51",0
"0.285","0.515",0
"0.315","0.515",0
"0.32","0.515",0
"0.325","0.515",0
"0.33","0.515",0
"0.335","0.515",0
"0.34","0.515",0
"0.345","0.515",0
"0.35","0.515",0
"0.355","0.515",0
"0.36","0.515",0
"0.365","0.515",0
"0.37","0.515",0
"0.375","0.515",0
"0.38","0.515",0
"0.385","0.515",0
"0.39","0.515",0
"0.395","0.515",0
"0.4","0.515",0
"0.405","0.515",0
"0.41","0.515",0
"0.415","0.515",0
"0.42","0.515",0
"0.425","0.515",0
"0.43","0.515",0
"0.435","0.515",0
"0.44","0.515",0
"0.445","0.515",2
"0.45","0.515",1
"0.455","0.515",2
"0.46","0.515",4
"0.465","0.515",6
"0.47","0.515",9
"0.475","0.515",16
"0.48","0.515",30
"0.485","0.515",29
"0.49","0.515",45
"0.495","0.515",64
"0.5","0.515",62
"0.505","0.515",57
"0.51","0.515",35
"0.515","0.515",42
"0.52","0.515",46
"0.525","0.515",35
"0.53","0.515",20
"0.535","0.515",26
"0.54","0.515",12
"0.545","0.515",5
"0.55","0.515",4
"0.555","0.515",4
"0.56","0.515",1
"0.565","0.515",0
"0.57","0.515",1
"0.575","0.515",0
"0.58","0.515",0
"0.585","0.515",0
"0.59","0.515",0
"0.595","0.515",0
"0.6","0.515",0
"0.605","0.515",0
"0.61","0.515",0
"0.615","0.515",0
"0.62","0.515",0
"0.625","0.515",0
"0.63","0.515",0
"0.635","0.515",0
"0.64","0.515",0
"0.645","0.515",0
"0.65","0.515",0
"0.655","0.515",0
"0.66","0.515",0
"0.665","0.515",0
"0.67","0.515",0
"0.675","0.515",0
"0.68","0.515",0
"0.685","0.515",0
"0.69","0.515",0
"0.695","0.515",0
"0.7","0.515",0
"0.705","0.515",0
"0.71","0.515",0
"0.715","0.515",0
"0.725","0.515",0
"0.285","0.52",0
"0.315","0.52",0
"0.32","0.52",0
"0.325","0.52",0
"0.33","0.52",0
"0.335","0.52",0
"0.34","0.52",0
"0.345","0.52",0
"0.35","0.52",0
"0.355","0.52",0
"0.36","0.52",0
"0.365","0.52",0
"0.37","0.52",0
"0.375","0.52",0
"0.38","0.52",0
"0.385","0.52",0
"0.39","0.52",0
"0.395","0.52",0
"0.4","0.52",0
"0.405","0.52",0
"0.41","0.52",0
"0.415","0.52",0
"0.42","0.52",0
"0.425","0.52",0
"0.43","0.52",0
"0.435","0.52",0
"0.44","0.52",0
"0.445","0.52",0
"0.45","0.52",0
"0.455","0.52",1
"0.46","0.52",2
"0.465","0.52",4
"0.47","0.52",6
"0.475","0.52",12
"0.48","0.52",18
"0.485","0.52",28
"0.49","0.52",48
"0.495","0.52",40
"0.5","0.52",64
"0.505","0.52",64
"0.51","0.52",44
"0.515","0.52",62
"0.52","0.52",51
"0.525","0.52",23
"0.53","0.52",26
"0.535","0.52",31
"0.54","0.52",10
"0.545","0.52",5
"0.55","0.52",4
"0.555","0.52",2
"0.56","0.52",1
"0.565","0.52",0
"0.57","0.52",0
"0.575","0.52",0
"0.58","0.52",0
"0.585","0.52",0
"0.59","0.52",0
"0.595","0.52",0
"0.6","0.52",0
"0.605","0.52",0
"0.61","0.52",0
"0.615","0.52",0
"0.62","0.52",0
"0.625","0.52",0
"0.63","0.52",0
"0.635","0.52",0
"0.64","0.52",0
"0.645","0.52",0
"0.65","0.52",0
"0.655","0.52",0
"0.66","0.52",0
"0.665","0.52",0
"0.67","0.52",0
"0.675","0.52",0
"0.68","0.52",0
"0.685","0.52",0
"0.69","0.52",0
"0.695","0.52",0
"0.7","0.52",0
"0.705","0.52",0
"0.71","0.52",0
"0.715","0.52",0
"0.725","0.52",0
"0.285","0.525",0
"0.315","0.525",0
"0.32","0.525",0
"0.325","0.525",0
"0.33","0.525",0
"0.335","0.525",0
"0.34","0.525",0
"0.345","0.525",0
"0.35","0.525",0
"0.355","0.525",0
"0.36","0.525",0
"0.365","0.525",0
"0.37","0.525",0
"0.375","0.525",0
"0.38","0.525",0
"0.385","0.525",0
"0.39","0.525",0
"0.395","0.525",0
"0.4","0.525",0
"0.405","0.525",0
"0.41","0.525",0
"0.415","0.525",0
"0.42","0.525",0
"0.425","0.525",0
"0.43","0.525",0
"0.435","0.525",0
"0.44","0.525",0
"0.445","0.525",0
"0.45","0.525",0
"0.455","0.525",1
"0.46","0.525",0
"0.465","0.525",0
"0.47","0.525",4
"0.475","0.525",11
"0.48","0.525",14
"0.485","0.525",18
"0.49","0.525",31
"0.495","0.525",33
"0.5","0.525",49
"0.505","0.525",42
"0.51","0.525",36
"0.515","0.525",59
"0.52","0.525",48
"0.525","0.525",40
"0.53","0.525",34
"0.535","0.525",32
"0.54","0.525",16
"0.545","0.525",12
"0.55","0.525",4
"0.555","0.525",1
"0.56","0.525",2
"0.565","0.525",0
"0.57","0.525",0
"0.575","0.525",2
"0.58","0.525",0
"0.585","0.525",0
"0.59","0.525",0
"0.595","0.525",0
"0.6","0.525",0
"0.605","0.525",0
"0.61","0.525",0
"0.615","0.525",0
"0.62","0.525",0
"0.625","0.525",0
"0.63","0.525",0
"0.635","0.525",0
"0.64","0.525",0
"0.645","0.525",0
"0.65","0.525",0
"0.655","0.525",0
"0.66","0.525",0
"0.665","0.525",0
"0.67","0.525",0
"0.675","0.525",0
"0.68","0.525",0
"0.685","0.525",0
"0.69","0.525",0
"0.695","0.525",0
"0.7","0.525",0
"0.705","0.525",0
"0.71","0.525",0
"0.715","0.525",0
"0.725","0.525",0
"0.285","0.53",0
"0.315","0.53",0
"0.32","0.53",0
"0.325","0.53",0
"0.33","0.53",0
"0.335","0.53",0
"0.34","0.53",0
"0.345","0.53",0
"0.35","0.53",0
"0.355","0.53",0
"0.36","0.53",0
"0.365","0.53",0
"0.37","0.53",0
"0.375","0.53",0
"0.38","0.53",0
"0.385","0.53",0
"0.39","0.53",0
"0.395","0.53",0
"0.4","0.53",0
"0.405","0.53",0
"0.41","0.53",0
"0.415","0.53",0
"0.42","0.53",0
"0.425","0.53",0
"0.43","0.53",0
"0.435","0.53",0
"0.44","0.53",0
"0.445","0.53",0
"0.45","0.53",0
"0.455","0.53",1
"0.46","0.53",1
"0.465","0.53",0
"0.47","0.53",5
"0.475","0.53",8
"0.48","0.53",11
"0.485","0.53",15
"0.49","0.53",32
"0.495","0.53",39
"0.5","0.53",43
"0.505","0.53",46
"0.51","0.53",41
"0.515","0.53",52
"0.52","0.53",59
"0.525","0.53",25
"0.53","0.53",36
"0.535","0.53",27
"0.54","0.53",19
"0.545","0.53",14
"0.55","0.53",8
"0.555","0.53",3
"0.56","0.53",2
"0.565","0.53",2
"0.57","0.53",0
"0.575","0.53",1
"0.58","0.53",0
"0.585","0.53",0
"0.59","0.53",0
"0.595","0.53",0
"0.6","0.53",0
"0.605","0.53",0
"0.61","0.53",0
"0.615","0.53",0
"0.62","0.53",0
"0.625","0.53",0
"0.63","0.53",0
"0.635","0.53",0
"0.64","0.53",0
"0.645","0.53",0
"0.65","0.53",0
"0.655","0.53",0
"0.66","0.53",0
"0.665","0.53",0
"0.67","0.53",0
"0.675","0.53",0
"0.68","0.53",0
"0.685","0.53",0
"0.69","0.53",0
"0.695","0.53",0
"0.7","0.53",0
"0.705","0.53",0
"0.71","0.53",0
"0.715","0.53",0
"0.725","0.53",0
"0.285","0.535",0
"0.315","0.535",0
"0.32","0.535",0
"0.325","0.535",0
"0.33","0.535",0
"0.335","0.535",0
"0.34","0.535",0
"0.345","0.535",0
"0.35","0.535",0
"0.355","0.535",0
"0.36","0.535",0
"0.365","0.535",0
"0.37","0.535",0
"0.375","0.535",0
"0.38","0.535",0
"0.385","0.535",0
"0.39","0.535",0
"0.395","0.535",0
"0.4","0.535",0
"0.405","0.535",0
"0.41","0.535",0
"0.415","0.535",0
"0.42","0.535",0
"0.425","0.535",0
"0.43","0.535",0
"0.435","0.535",0
"0.44","0.535",0
"0.445","0.535",0
"0.45","0.535",0
"0.455","0.535",0
"0.46","0.535",1
"0.465","0.535",3
"0.47","0.535",0
"0.475","0.535",7
"0.48","0.535",11
"0.485","0.535",17
"0.49","0.535",18
"0.495","0.535",36
"0.5","0.535",42
"0.505","0.535",38
"0.51","0.535",34
"0.515","0.535",59
"0.52","0.535",53
"0.525","0.535",37
"0.53","0.535",31
"0.535","0.535",49
"0.54","0.535",21
"0.545","0.535",8
"0.55","0.535",5
"0.555","0.535",2
"0.56","0.535",3
"0.565","0.535",2
"0.57","0.535",0
"0.575","0.535",0
"0.58","0.535",0
"0.585","0.535",0
"0.59","0.535",0
"0.595","0.535",0
"0.6","0.535",0
"0.605","0.535",0
"0.61","0.535",0
"0.615","0.535",0
"0.62","0.535",0
"0.625","0.535",0
"0.63","0.535",0
"0.635","0.535",0
"0.64","0.535",0
"0.645","0.535",0
"0.65","0.535",0
"0.655","0.535",0
"0.66","0.535",0
"0.665","0.535",0
"0.67","0.535",0
"0.675","0.535",0
"0.68","0.535",0
"0.685","0.535",0
"0.69","0.535",0
